Lead_ID,Customer_Name,Industry,Country,Lead_Source,Budget,Company_Size,Salesperson,Status,Revenue,Meetings,Emails,Website_Visits,Last_Contact,Created_Date,Converted,Churned
L101020,Customer_01020,Technology,Germany,Email Campaign,6522.13,11-50,Alice Johnson,Proposal Sent,0.0,0,6,3,2025-03-17,2025-02-24,0,0
L101021,Customer_01021,Technology,Germany,Website,23922.81,1000+,Emma Brown,Won,0.0,19,0,81,2026-09-03,2026-07-07,0,0
L101022,Customer_01022,Energy,France,Trade Show,49070.37,201-500,David Wilson,Proposal Sent,0.0,3,20,34,2024-12-28,2024-12-15,0,0
L101023,Customer_01023,Energy,Japan,Social Media,13113.02,501-1000,Grace Lee,Contacted,0.0,7,34,49,2026-05-08,2026-02-07,0,0
L101024,Customer_01024,Energy,Canada,Website,38163.54,1-10,Bob Smith,Contacted,0.0,15,15,90,2025-03-20,2025-02-16,0,0
L101025,Customer_01025,Technology,Brazil,Email Campaign,7029.66,501-1000,Bob Smith,New,0.0,1,11,13,2025-08-24,2025-07-26,0,0
L101026,Customer_01026,Technology,Canada,Trade Show,13084.27,1-10,Alice Johnson,Won,0.0,3,19,94,2025-03-29,2025-01-31,0,0
L101027,Customer_01027,Healthcare,India,Cold Call,8528.67,51-200,David Wilson,New,0.0,14,11,61,2025-12-24,2025-11-08,0,0
L101028,Customer_01028,Education,Australia,Cold Call,35082.4,11-50,David Wilson,Proposal Sent,0.0,0,21,42,2025-07-06,2025-06-28,0,0
L101029,Customer_01029,Retail,Germany,Website,42122.34,1-10,Henry Chen,Proposal Sent,0.0,14,27,7,2024-12-16,2024-09-26,0,0
L101030,Customer_01030,Manufacturing,Japan,Referral,12463.54,201-500,David Wilson,Won,0.0,10,13,6,2025-03-11,2024-12-11,0,0
L101031,Customer_01031,Finance,Brazil,Paid Ads,30325.46,11-50,Bob Smith,New,0.0,4,1,81,2025-09-08,2025-06-18,0,0
L101032,Customer_01032,Telecom,Brazil,Social Media,42422.69,201-500,Frank Miller,Contacted,0.0,12,5,40,2024-12-03,2024-09-15,0,0
L101033,Customer_01033,Retail,United Arab Emirates,Referral,13055.4,501-1000,Alice Johnson,Lost,0.0,6,20,76,2026-10-22,2026-04-26,0,0
L101034,Customer_01034,Technology,Germany,Email Campaign,14629.95,11-50,Carol Davis,Proposal Sent,0.0,18,8,83,2025-04-14,2025-02-24,0,0
L101035,Customer_01035,Telecom,United States,Referral,22326.53,501-1000,Frank Miller,Qualified,0.0,8,39,40,2025-06-19,2025-04-20,0,0
L101036,Customer_01036,Hospitality,Australia,Email Campaign,7407.32,11-50,Carol Davis,Won,0.0,14,8,31,2026-04-15,2026-01-14,0,0
L101037,Customer_01037,Technology,France,Referral,14430.05,11-50,Emma Brown,Lost,0.0,5,1,26,2025-10-25,2025-10-10,0,0
L101038,Customer_01038,Manufacturing,Canada,Social Media,59871.21,201-500,David Wilson,Contacted,60427.51,16,30,63,2026-03-23,2025-09-27,1,0
L101039,Customer_01039,Energy,Germany,Social Media,9414.35,201-500,Henry Chen,Lost,0.0,5,31,70,2025-06-14,2025-03-12,0,0
L101040,Customer_01040,Telecom,France,Trade Show,24286.56,201-500,Carol Davis,New,0.0,10,33,34,2025-08-23,2025-04-20,0,0
L101041,Customer_01041,Energy,France,Email Campaign,19276.91,11-50,Henry Chen,Lost,0.0,16,7,56,2025-02-19,2024-12-24,0,0
L101042,Customer_01042,Manufacturing,France,Cold Call,11912.74,201-500,Frank Miller,New,0.0,18,34,53,2025-07-30,2025-03-28,0,0
L101043,Customer_01043,Retail,Brazil,Referral,15602.07,11-50,Frank Miller,Contacted,12610.95,15,43,14,2025-01-04,2024-07-31,1,0
L101044,Customer_01044,Telecom,Australia,Referral,45562.21,11-50,Bob Smith,New,0.0,13,30,52,2025-03-06,2024-11-22,0,0
L101045,Customer_01045,Finance,Canada,Email Campaign,19683.15,1000+,Alice Johnson,Won,0.0,13,19,75,2025-07-02,2025-05-26,0,0
L101046,Customer_01046,Healthcare,United Kingdom,Email Campaign,21957.7,1-10,Frank Miller,Lost,0.0,8,24,96,2026-11-07,2026-07-07,0,0
L101047,Customer_01047,Real Estate,Australia,Trade Show,40970.34,51-200,David Wilson,Contacted,0.0,13,40,33,2026-03-29,2025-10-26,0,0
L101048,Customer_01048,Real Estate,United Kingdom,Website,10909.76,51-200,Carol Davis,Contacted,0.0,11,7,23,2026-08-20,2026-04-18,0,0
L101049,Customer_01049,Finance,France,Cold Call,6419.91,11-50,Henry Chen,Contacted,0.0,10,36,89,2026-01-04,2025-09-07,0,0
L101050,Customer_01050,Education,Canada,Partner,46066.59,501-1000,Carol Davis,New,0.0,6,13,91,2024-10-16,2024-07-25,0,0
L101051,Customer_01051,Retail,United Kingdom,Paid Ads,14699.45,51-200,David Wilson,Won,10859.89,7,43,82,2025-11-02,2025-09-30,1,0
L101052,Customer_01052,Education,France,Paid Ads,24972.25,501-1000,Frank Miller,New,0.0,2,6,33,2025-04-09,2024-12-01,0,0
L101053,Customer_01053,Hospitality,Germany,Cold Call,7835.11,51-200,Henry Chen,Lost,0.0,14,25,27,2025-11-06,2025-08-26,0,0
L101054,Customer_01054,Technology,Japan,Referral,17535.25,1000+,Henry Chen,Lost,0.0,0,20,62,2025-07-05,2025-05-25,0,0
L101055,Customer_01055,Hospitality,Japan,Referral,6199.02,501-1000,Frank Miller,New,0.0,2,24,25,2026-09-25,2026-06-29,0,0
L101056,Customer_01056,Manufacturing,United States,Referral,13969.31,11-50,Alice Johnson,Proposal Sent,0.0,5,19,76,2025-03-10,2025-03-06,0,0
L101057,Customer_01057,Telecom,India,Paid Ads,8488.38,1000+,Alice Johnson,Lost,0.0,2,1,39,2026-04-24,2026-01-21,0,0
L101058,Customer_01058,Manufacturing,India,Paid Ads,7227.45,1000+,Frank Miller,Won,0.0,14,42,32,2025-11-25,2025-08-19,0,0
L101059,Customer_01059,Retail,France,Partner,10805.54,201-500,Emma Brown,Negotiation,0.0,2,26,80,2024-10-08,2024-07-29,0,0
L101060,Customer_01060,Telecom,Canada,Trade Show,2682.83,1-10,Bob Smith,New,0.0,9,30,35,2026-06-13,2026-02-07,0,0
L101061,Customer_01061,Real Estate,Brazil,Cold Call,5931.71,201-500,Frank Miller,New,0.0,14,26,13,2024-12-25,2024-09-11,0,0
L101062,Customer_01062,Finance,France,Email Campaign,23102.36,501-1000,Henry Chen,Won,26104.38,11,26,79,2025-01-26,2024-11-22,1,0
L101063,Customer_01063,Telecom,United States,Partner,17040.81,51-200,Alice Johnson,Qualified,0.0,11,30,31,2026-10-22,2026-06-15,0,0
L101064,Customer_01064,Telecom,France,Partner,6298.51,1-10,Grace Lee,Negotiation,0.0,6,20,65,2025-11-14,2025-10-24,0,0
L101065,Customer_01065,Retail,Germany,Social Media,19604.44,201-500,Carol Davis,Won,0.0,9,6,65,2024-11-03,2024-08-04,0,0
L101066,Customer_01066,Hospitality,France,Partner,7224.63,501-1000,David Wilson,Qualified,0.0,15,1,8,2025-09-17,2025-08-23,0,0
L101067,Customer_01067,Real Estate,Germany,Cold Call,22145.17,11-50,Frank Miller,New,0.0,9,26,3,2025-04-06,2024-12-19,0,0
L101068,Customer_01068,Retail,United Kingdom,Email Campaign,12320.9,51-200,Bob Smith,Qualified,0.0,13,9,82,2024-09-21,2024-09-18,0,0
L101069,Customer_01069,Technology,United Arab Emirates,Partner,10640.4,1-10,Bob Smith,Lost,0.0,16,22,5,2026-12-19,2026-07-18,0,0
L101070,Customer_01070,Real Estate,United Kingdom,Email Campaign,12534.69,501-1000,Henry Chen,Contacted,0.0,4,30,33,2025-02-07,2025-02-02,0,0
L101071,Customer_01071,Healthcare,Brazil,Partner,80151.18,1000+,Carol Davis,New,0.0,2,29,76,2024-12-20,2024-09-22,0,0
L101072,Customer_01072,Telecom,Brazil,Email Campaign,7854.48,501-1000,Bob Smith,Lost,0.0,9,8,17,2025-09-21,2025-05-25,0,0
L101073,Customer_01073,Education,India,Cold Call,15655.71,51-200,Frank Miller,Negotiation,0.0,7,33,52,2024-10-31,2024-08-18,0,0
L101074,Customer_01074,Manufacturing,United Arab Emirates,Referral,23085.46,1-10,Bob Smith,Proposal Sent,0.0,2,47,11,2025-04-04,2025-02-25,0,0
L101075,Customer_01075,Finance,United States,Social Media,6811.11,51-200,Grace Lee,Won,0.0,15,18,55,2025-06-01,2025-04-18,0,0
L101076,Customer_01076,Telecom,France,Email Campaign,4376.57,1000+,Alice Johnson,Qualified,0.0,12,5,71,2026-09-19,2026-04-21,0,0
L101077,Customer_01077,Finance,United Kingdom,Cold Call,8771.22,1-10,Emma Brown,Lost,0.0,13,25,24,2025-01-14,2024-12-22,0,0
L101078,Customer_01078,Manufacturing,Australia,Trade Show,22734.17,11-50,David Wilson,Won,17613.92,14,30,28,2025-03-10,2024-11-03,1,0
L101079,Customer_01079,Energy,India,Website,10515.42,1000+,Henry Chen,Contacted,0.0,8,19,53,2026-01-11,2025-11-20,0,0
L101080,Customer_01080,Hospitality,Japan,Website,11364.23,201-500,Emma Brown,Qualified,8350.27,10,29,79,2026-03-29,2026-03-27,1,0
L101081,Customer_01081,Hospitality,France,Paid Ads,25274.18,11-50,Henry Chen,Contacted,0.0,4,38,54,2025-08-10,2025-05-29,0,0
L101082,Customer_01082,Hospitality,Germany,Trade Show,7597.39,1-10,Bob Smith,Negotiation,0.0,14,28,70,2024-09-20,2024-09-03,0,0
L101083,Customer_01083,Education,United Arab Emirates,Social Media,12554.96,51-200,David Wilson,Negotiation,0.0,18,39,41,2025-06-18,2025-02-01,0,0
L101084,Customer_01084,Healthcare,India,Website,4630.0,201-500,Grace Lee,Proposal Sent,0.0,17,7,12,2025-04-23,2024-12-06,0,0
L101085,Customer_01085,Energy,Brazil,Social Media,16722.38,1000+,Bob Smith,Lost,0.0,8,14,96,2025-07-15,2025-06-06,0,0
L101086,Customer_01086,Energy,Canada,Email Campaign,15688.06,1000+,Henry Chen,Qualified,0.0,0,27,79,2026-02-05,2025-09-19,0,0
L101087,Customer_01087,Hospitality,Canada,Social Media,23315.54,51-200,Grace Lee,Won,0.0,17,12,4,2026-04-15,2025-12-10,0,0
L101088,Customer_01088,Real Estate,France,Website,5992.84,51-200,Frank Miller,Negotiation,0.0,11,49,27,2025-04-08,2024-12-08,0,0
L101089,Customer_01089,Finance,Brazil,Social Media,11680.53,1000+,Bob Smith,Proposal Sent,9307.31,15,33,41,2025-04-17,2025-04-03,1,0
L101090,Customer_01090,Education,Germany,Social Media,5459.27,501-1000,Grace Lee,New,0.0,6,20,8,2025-02-13,2025-01-21,0,0
L101091,Customer_01091,Manufacturing,United Arab Emirates,Cold Call,11245.52,11-50,Grace Lee,Negotiation,0.0,17,38,85,2024-12-13,2024-11-15,0,0
L101092,Customer_01092,Energy,United Kingdom,Website,37693.83,501-1000,Carol Davis,Negotiation,46111.51,16,49,17,2024-12-30,2024-08-05,1,0
L101093,Customer_01093,Retail,Canada,Paid Ads,10673.01,501-1000,Emma Brown,New,0.0,0,0,20,2025-01-14,2024-11-17,0,0
L101094,Customer_01094,Retail,France,Trade Show,5135.11,11-50,Alice Johnson,Won,0.0,11,27,31,2025-12-02,2025-08-29,0,0
L101095,Customer_01095,Technology,India,Social Media,8300.61,1000+,David Wilson,Qualified,0.0,9,21,93,2026-07-08,2026-04-15,0,0
L101096,Customer_01096,Energy,India,Partner,4325.72,11-50,Bob Smith,Contacted,0.0,13,37,22,2025-12-03,2025-06-07,0,0
L101097,Customer_01097,Telecom,United Arab Emirates,Trade Show,5393.55,201-500,Emma Brown,Won,0.0,5,15,42,2025-09-30,2025-08-29,0,0
L101098,Customer_01098,Technology,Brazil,Referral,21368.88,51-200,Emma Brown,Contacted,0.0,1,16,68,2025-01-24,2024-09-06,0,0
L101099,Customer_01099,Manufacturing,Germany,Email Campaign,4854.21,501-1000,Emma Brown,Negotiation,0.0,5,38,15,2026-07-12,2026-06-22,0,0
L101100,Customer_01100,Manufacturing,Germany,Paid Ads,16624.45,1000+,Frank Miller,Proposal Sent,0.0,10,44,8,2025-04-28,2024-11-03,0,0
L101101,Customer_01101,Manufacturing,Japan,Cold Call,13602.65,51-200,Henry Chen,New,0.0,5,7,9,2025-07-25,2025-04-15,0,0
L101102,Customer_01102,Hospitality,Canada,Paid Ads,9208.94,51-200,Bob Smith,Qualified,0.0,9,30,18,2026-07-16,2026-05-30,0,0
L101103,Customer_01103,Finance,United States,Website,15664.39,501-1000,Bob Smith,Contacted,0.0,7,38,32,2026-04-09,2026-01-25,0,0
L101104,Customer_01104,Retail,Japan,Cold Call,6930.15,1000+,Bob Smith,New,0.0,13,8,94,2026-10-14,2026-06-05,0,0
L101105,Customer_01105,Finance,India,Cold Call,24066.86,1000+,Henry Chen,Negotiation,0.0,8,33,91,2024-11-22,2024-09-09,0,0
L101106,Customer_01106,Healthcare,United States,Social Media,8194.04,501-1000,Alice Johnson,New,0.0,2,48,56,2025-04-18,2025-04-06,0,0
L101107,Customer_01107,Hospitality,Brazil,Referral,10193.88,501-1000,Alice Johnson,Lost,0.0,12,42,93,2025-06-19,2025-04-25,0,0
L101108,Customer_01108,Hospitality,India,Referral,9379.24,501-1000,Bob Smith,Qualified,0.0,4,9,2,2025-12-17,2025-07-06,0,0
L101109,Customer_01109,Technology,India,Trade Show,21647.2,1000+,Grace Lee,Contacted,13025.84,6,49,56,2025-12-06,2025-10-01,1,0
L101110,Customer_01110,Real Estate,Japan,Cold Call,19557.43,1-10,Emma Brown,Lost,0.0,14,17,44,2026-06-14,2026-03-18,0,0
L101111,Customer_01111,Healthcare,Canada,Paid Ads,2131.99,201-500,Henry Chen,Qualified,0.0,5,23,11,2025-03-07,2025-02-02,0,0
L101112,Customer_01112,Finance,Canada,Partner,15962.06,1-10,Bob Smith,Proposal Sent,0.0,1,14,55,2026-04-19,2026-04-15,0,0
L101113,Customer_01113,Healthcare,India,Cold Call,3939.41,201-500,David Wilson,Negotiation,0.0,7,34,45,2026-04-08,2026-02-19,0,0
L101114,Customer_01114,Finance,United Kingdom,Social Media,10520.43,51-200,Emma Brown,Lost,0.0,7,6,76,2025-01-09,2024-08-06,0,0
L101115,Customer_01115,Manufacturing,United Kingdom,Cold Call,12385.46,11-50,Alice Johnson,New,0.0,13,35,41,2026-08-20,2026-05-15,0,0
L101116,Customer_01116,Hospitality,Japan,Cold Call,10441.66,1000+,Henry Chen,New,11189.49,14,2,42,2024-10-31,2024-08-25,1,1
L101117,Customer_01117,Education,Germany,Trade Show,18969.23,501-1000,Grace Lee,Lost,0.0,0,42,23,2026-08-20,2026-05-18,0,0
L101118,Customer_01118,Telecom,Australia,Cold Call,22115.93,201-500,Bob Smith,New,0.0,15,16,47,2025-12-23,2025-07-30,0,0
L101119,Customer_01119,Manufacturing,Germany,Referral,7774.26,1000+,Grace Lee,Negotiation,0.0,14,25,7,2025-10-31,2025-05-21,0,0
L101120,Customer_01120,Technology,Germany,Cold Call,7579.04,1-10,David Wilson,Proposal Sent,0.0,3,11,56,2026-06-25,2026-04-29,0,0
L101121,Customer_01121,Technology,Australia,Paid Ads,13027.55,201-500,Carol Davis,Proposal Sent,0.0,6,5,38,2025-03-08,2024-10-10,0,0
L101122,Customer_01122,Healthcare,Japan,Cold Call,4534.13,1-10,Henry Chen,Won,0.0,15,1,27,2025-01-12,2024-08-21,0,0
L101123,Customer_01123,Healthcare,Canada,Cold Call,9567.39,11-50,Emma Brown,Lost,10676.29,11,48,37,2026-02-09,2026-02-08,1,0
L101124,Customer_01124,Energy,United Kingdom,Trade Show,34325.87,11-50,Bob Smith,New,0.0,6,6,89,2026-07-19,2026-02-09,0,0
L101125,Customer_01125,Energy,Germany,Website,4654.5,201-500,Grace Lee,Proposal Sent,5381.26,15,2,70,2025-02-22,2025-01-12,1,1
L101126,Customer_01126,Energy,United Kingdom,Cold Call,10529.31,201-500,Frank Miller,Negotiation,0.0,12,25,85,2026-03-08,2025-10-22,0,0
L101127,Customer_01127,Real Estate,Japan,Referral,8825.4,501-1000,Bob Smith,Contacted,0.0,10,48,39,2026-11-29,2026-06-23,0,0
L101128,Customer_01128,Education,France,Paid Ads,54376.51,51-200,Frank Miller,Lost,0.0,0,4,39,2025-05-02,2025-01-19,0,0
L101129,Customer_01129,Real Estate,France,Paid Ads,9168.21,1000+,Frank Miller,Qualified,0.0,12,12,1,2025-12-31,2025-11-05,0,0
L101130,Customer_01130,Manufacturing,United States,Partner,9548.43,51-200,Carol Davis,New,0.0,3,27,68,2026-02-26,2025-09-26,0,0
L101131,Customer_01131,Real Estate,Canada,Referral,6492.9,1-10,David Wilson,Won,0.0,18,24,2,2025-06-23,2025-03-30,0,0
L101132,Customer_01132,Telecom,United Arab Emirates,Social Media,13447.19,1-10,Grace Lee,Lost,0.0,3,7,97,2025-10-10,2025-05-25,0,0
L101133,Customer_01133,Telecom,Canada,Trade Show,16140.98,1-10,Bob Smith,New,0.0,0,47,68,2025-03-25,2024-11-24,0,0
L101134,Customer_01134,Real Estate,India,Partner,7186.26,51-200,Frank Miller,Won,0.0,7,17,46,2025-02-10,2024-12-15,0,0
L101135,Customer_01135,Technology,United Kingdom,Referral,26691.65,51-200,Grace Lee,Contacted,0.0,6,33,66,2024-12-06,2024-08-31,0,0
L101136,Customer_01136,Telecom,United Kingdom,Trade Show,16151.12,1000+,Henry Chen,New,0.0,7,22,99,2024-10-24,2024-09-18,0,0
L101137,Customer_01137,Retail,Brazil,Referral,24253.82,1-10,Carol Davis,Contacted,0.0,18,29,16,2025-04-15,2025-04-15,0,0
L101138,Customer_01138,Telecom,United States,Social Media,10617.99,11-50,Carol Davis,Won,0.0,5,45,74,2025-10-11,2025-06-09,0,0
L101139,Customer_01139,Education,Canada,Paid Ads,15838.98,1000+,Henry Chen,New,0.0,16,16,86,2025-09-23,2025-08-17,0,0
L101140,Customer_01140,Energy,France,Website,11508.4,1-10,David Wilson,New,0.0,3,40,58,2025-06-23,2025-03-22,0,0
L101141,Customer_01141,Retail,United States,Referral,37063.1,51-200,Emma Brown,Won,0.0,12,14,66,2026-06-24,2026-06-06,0,0
L101142,Customer_01142,Hospitality,Australia,Partner,14492.48,11-50,Emma Brown,Qualified,0.0,2,15,50,2026-01-25,2025-09-30,0,0
L101143,Customer_01143,Energy,United Arab Emirates,Website,13441.84,201-500,Emma Brown,New,0.0,4,1,15,2026-01-30,2025-12-31,0,0
L101144,Customer_01144,Retail,United States,Trade Show,9693.69,1000+,Emma Brown,Contacted,0.0,2,17,98,2025-07-23,2025-06-09,0,0
L101145,Customer_01145,Manufacturing,Japan,Social Media,9309.82,11-50,David Wilson,Won,0.0,6,29,28,2024-10-11,2024-09-15,0,0
L101146,Customer_01146,Education,Australia,Cold Call,15778.53,51-200,David Wilson,Negotiation,0.0,9,31,38,2026-01-15,2025-08-03,0,0
L101147,Customer_01147,Telecom,Brazil,Partner,23711.4,51-200,David Wilson,Won,0.0,17,21,97,2025-09-10,2025-05-21,0,0
L101148,Customer_01148,Real Estate,United States,Partner,8273.47,501-1000,Frank Miller,New,0.0,15,17,5,2026-01-26,2025-09-29,0,0
L101149,Customer_01149,Energy,Japan,Cold Call,14597.5,1000+,Grace Lee,Qualified,0.0,13,11,40,2026-01-24,2025-11-12,0,0
L101150,Customer_01150,Retail,United States,Website,15197.99,1-10,Emma Brown,Won,0.0,9,45,55,2025-08-11,2025-03-10,0,0
L101151,Customer_01151,Education,United Arab Emirates,Referral,17168.89,51-200,Frank Miller,Contacted,0.0,5,19,23,2026-01-31,2026-01-20,0,0
L101152,Customer_01152,Manufacturing,India,Website,4043.04,501-1000,David Wilson,New,0.0,5,15,67,2024-12-30,2024-10-17,0,0
L101153,Customer_01153,Hospitality,France,Paid Ads,6993.16,1-10,Grace Lee,Qualified,0.0,2,47,52,2026-05-13,2026-04-29,0,0
L101154,Customer_01154,Retail,United States,Social Media,5135.38,501-1000,David Wilson,Contacted,0.0,13,31,26,2026-06-13,2026-02-08,0,0
L101155,Customer_01155,Education,India,Trade Show,13670.82,11-50,David Wilson,New,0.0,15,42,20,2025-07-08,2025-01-18,0,0
L101156,Customer_01156,Finance,United States,Referral,7110.43,201-500,Alice Johnson,Lost,0.0,10,19,28,2026-10-05,2026-05-21,0,0
L101157,Customer_01157,Energy,India,Partner,9439.24,1000+,Carol Davis,Qualified,0.0,11,21,79,2025-10-19,2025-09-22,0,0
L101158,Customer_01158,Retail,Brazil,Trade Show,5790.67,201-500,Frank Miller,Proposal Sent,0.0,7,36,52,2026-03-08,2025-10-18,0,0
L101159,Customer_01159,Retail,Germany,Partner,10074.21,1000+,Alice Johnson,New,8048.95,19,48,79,2024-10-20,2024-09-05,1,0
L101160,Customer_01160,Education,Germany,Email Campaign,6082.23,201-500,Bob Smith,Proposal Sent,0.0,17,39,71,2026-05-28,2026-03-27,0,0
L101161,Customer_01161,Manufacturing,Germany,Trade Show,22709.44,11-50,Grace Lee,Proposal Sent,0.0,8,23,80,2025-12-04,2025-08-23,0,0
L101162,Customer_01162,Energy,Germany,Social Media,18684.69,501-1000,Grace Lee,Lost,0.0,15,29,85,2025-11-08,2025-08-19,0,0
L101163,Customer_01163,Education,United Kingdom,Email Campaign,14841.17,201-500,David Wilson,Qualified,0.0,6,17,61,2025-01-02,2024-11-30,0,0
L101164,Customer_01164,Education,Germany,Social Media,10814.47,11-50,David Wilson,Won,0.0,2,22,36,2025-09-24,2025-06-21,0,0
L101165,Customer_01165,Finance,India,Cold Call,3208.69,1-10,Emma Brown,Contacted,0.0,5,19,69,2026-05-21,2026-04-16,0,0
L101166,Customer_01166,Technology,France,Paid Ads,9693.93,201-500,Grace Lee,Proposal Sent,0.0,16,4,94,2025-03-01,2024-10-23,0,0
L101167,Customer_01167,Retail,Brazil,Trade Show,7839.89,201-500,David Wilson,Lost,0.0,9,43,32,2026-04-14,2026-04-01,0,0
L101168,Customer_01168,Hospitality,Japan,Trade Show,15884.39,501-1000,Bob Smith,Negotiation,0.0,17,6,48,2025-07-23,2025-02-28,0,0
L101169,Customer_01169,Hospitality,Brazil,Trade Show,20615.43,1-10,David Wilson,Negotiation,0.0,6,13,87,2026-06-27,2026-01-02,0,0
L101170,Customer_01170,Real Estate,Australia,Email Campaign,16768.26,201-500,Carol Davis,Lost,0.0,9,12,59,2026-09-04,2026-04-23,0,0
L101171,Customer_01171,Real Estate,France,Paid Ads,32342.16,501-1000,Frank Miller,Lost,0.0,1,11,14,2026-06-20,2026-03-03,0,0
L101172,Customer_01172,Retail,United Arab Emirates,Referral,8974.84,1000+,Bob Smith,Contacted,0.0,15,24,35,2024-11-17,2024-08-30,0,0
L101173,Customer_01173,Finance,Germany,Social Media,8718.1,1000+,Emma Brown,New,0.0,6,48,25,2024-11-09,2024-08-06,0,0
L101174,Customer_01174,Technology,Canada,Website,27626.06,11-50,Bob Smith,Proposal Sent,0.0,1,16,47,2025-08-08,2025-05-08,0,0
L101175,Customer_01175,Retail,Canada,Cold Call,15008.19,11-50,Henry Chen,Lost,0.0,4,36,99,2025-05-16,2024-12-08,0,0
L101176,Customer_01176,Retail,Brazil,Social Media,11238.5,201-500,Frank Miller,Qualified,0.0,13,36,83,2024-10-21,2024-09-29,0,0
L101177,Customer_01177,Finance,Australia,Email Campaign,48657.67,51-200,Bob Smith,Contacted,0.0,16,38,96,2026-02-22,2025-11-08,0,0
L101178,Customer_01178,Healthcare,Brazil,Paid Ads,20018.49,11-50,Henry Chen,Proposal Sent,0.0,19,31,74,2025-04-21,2025-01-13,0,0
L101179,Customer_01179,Technology,United Arab Emirates,Social Media,11691.52,1-10,Emma Brown,New,0.0,4,37,50,2025-08-22,2025-07-06,0,0
L101180,Customer_01180,Real Estate,France,Email Campaign,8265.44,1-10,Emma Brown,New,0.0,11,38,65,2026-05-29,2026-03-16,0,0
L101181,Customer_01181,Hospitality,Japan,Email Campaign,33811.59,51-200,Alice Johnson,New,0.0,9,34,49,2025-09-19,2025-06-26,0,0
L101182,Customer_01182,Real Estate,United Kingdom,Social Media,15442.8,501-1000,Bob Smith,New,0.0,14,27,4,2026-06-23,2026-06-17,0,0
L101183,Customer_01183,Manufacturing,United Arab Emirates,Partner,13590.98,1-10,Grace Lee,Won,0.0,13,4,11,2025-07-27,2025-05-03,0,0
L101184,Customer_01184,Manufacturing,United Kingdom,Cold Call,21448.15,1-10,David Wilson,Contacted,0.0,1,25,55,2026-02-11,2026-01-12,0,0
L101185,Customer_01185,Retail,Japan,Social Media,24737.15,11-50,Emma Brown,New,0.0,2,37,65,2026-07-16,2026-05-06,0,0
L101186,Customer_01186,Finance,France,Social Media,19631.86,1000+,Henry Chen,Proposal Sent,0.0,11,17,25,2025-04-12,2025-02-21,0,0
L101187,Customer_01187,Education,United Arab Emirates,Website,24804.56,1000+,David Wilson,Contacted,0.0,10,12,3,2026-03-23,2025-11-08,0,0
L101188,Customer_01188,Education,United Kingdom,Paid Ads,18323.91,51-200,David Wilson,Qualified,0.0,17,29,6,2026-02-16,2025-08-28,0,0
L101189,Customer_01189,Technology,Canada,Social Media,19700.98,1-10,Grace Lee,Contacted,0.0,16,6,31,2026-06-07,2026-05-19,0,0
L101190,Customer_01190,Manufacturing,United Arab Emirates,Referral,8005.26,1-10,Alice Johnson,New,0.0,1,35,86,2026-07-08,2026-05-23,0,0
L101191,Customer_01191,Healthcare,United States,Trade Show,47441.27,1000+,David Wilson,Negotiation,54587.32,11,49,41,2024-10-16,2024-09-18,1,0
L101192,Customer_01192,Finance,Germany,Trade Show,5633.16,51-200,Grace Lee,New,0.0,8,24,97,2025-08-04,2025-05-09,0,0
L101193,Customer_01193,Telecom,United States,Paid Ads,16590.15,1-10,Bob Smith,Contacted,0.0,9,1,89,2025-12-04,2025-09-29,0,0
L101194,Customer_01194,Education,France,Website,5240.98,1000+,Carol Davis,New,0.0,1,13,85,2025-06-10,2025-03-21,0,0
L101195,Customer_01195,Real Estate,France,Email Campaign,12472.85,201-500,David Wilson,Contacted,0.0,16,1,96,2025-02-17,2025-02-05,0,0
L101196,Customer_01196,Telecom,India,Referral,8956.14,51-200,Alice Johnson,New,0.0,3,22,24,2026-10-01,2026-04-28,0,0
L101197,Customer_01197,Hospitality,Germany,Social Media,14691.57,51-200,Alice Johnson,Contacted,0.0,18,15,97,2025-03-12,2024-09-16,0,0
L101198,Customer_01198,Energy,United Kingdom,Social Media,16970.48,11-50,Carol Davis,Contacted,20505.48,18,38,92,2025-09-09,2025-03-29,1,0
L101199,Customer_01199,Real Estate,United Kingdom,Email Campaign,6840.16,1000+,Henry Chen,New,6253.9,16,42,79,2026-03-06,2025-12-07,1,0
L101200,Customer_01200,Energy,United Arab Emirates,Paid Ads,13087.46,501-1000,Bob Smith,Lost,0.0,2,21,19,2026-05-05,2026-01-05,0,0
L101201,Customer_01201,Manufacturing,United Arab Emirates,Social Media,35439.13,11-50,Frank Miller,Contacted,0.0,8,48,28,2026-05-26,2026-05-17,0,0
L101202,Customer_01202,Hospitality,Germany,Email Campaign,5331.64,501-1000,David Wilson,New,0.0,0,22,65,2026-05-03,2026-01-14,0,0
L101203,Customer_01203,Telecom,United Kingdom,Website,7347.85,11-50,Grace Lee,Proposal Sent,0.0,12,5,4,2026-03-06,2025-11-17,0,0
L101204,Customer_01204,Real Estate,United States,Cold Call,24404.63,51-200,Carol Davis,New,23238.75,17,45,82,2026-06-27,2026-02-15,1,0
L101205,Customer_01205,Hospitality,United Arab Emirates,Paid Ads,14105.05,501-1000,Grace Lee,Won,0.0,10,19,42,2025-08-05,2025-03-18,0,0
L101206,Customer_01206,Education,Brazil,Email Campaign,14850.79,1-10,Carol Davis,New,0.0,0,44,2,2026-01-17,2026-01-17,0,0
